hostel_id,city,distance_to_center_km,rating,num_reviews,room_type,beds_in_room,breakfast_included,wifi,laundry,season,weekend,occupancy_rate,latitude,longitude,distance_to_transport_hub_km,distance_to_popular_places,neighbourhood_popularity_score,walkability_score,noise_level_index,sentiment_score,review_keywords_count,topic_category,recent_sentiment_trend,days_until_checkin,surge_pricing_flag,competitor_average_price,competitor_availability,price_last_week,month,holiday_or_festival,special_event_flag,seasonal_index,hostel_age_years,kitchen_access,air_conditioning,locker_available,security_24h,female_only_dorm_available,common_area_count,room_area_sqft,bathroom_type,price_per_night
563,Manali,9.78,8.0,583,shared,6,1,1,1,peak,0,0.7,32.20920778868431,77.28121391747553,3.57,0.73,3.9,61.0,9.4,0.46,17,location,-0.1,0,0,1126.17,0.16,535.43,6,0,0,1.1,28,1,1,1,1,1,5,228,shared,1764.09
564,Delhi,3.02,8.2,621,shared,6,0,1,0,peak,1,0.94,28.65117700139066,77.03340036229906,0.19,2.92,4.9,66.0,7.4,0.21,45,cleanliness,-0.25,47,0,453.3,0.71,378.6,5,1,0,1.0,42,1,1,1,1,0,1,364,ensuite,2198.09
565,Rishikesh,4.22,8.9,1052,shared,10,0,1,0,shoulder,0,0.93,30.078527672584826,78.35026094299175,0.87,0.36,9.7,73.0,8.0,0.09,14,staff,0.16,81,0,746.29,0.6,375.4,9,0,0,1.0,14,1,1,1,1,0,2,200,shared,1320.32
566,Udaipur,0.56,8.4,1562,shared,6,0,1,1,shoulder,1,0.43,24.62268682638051,73.69819461963132,6.07,2.49,8.2,90.0,7.8,-0.16,40,location,-0.17,34,0,823.56,0.14,630.47,12,1,0,0.9,19,0,0,1,1,1,4,342,shared,1388.33
567,Agra,1.58,8.3,846,private,12,1,1,1,shoulder,1,0.58,27.22509334106286,77.98367319831235,2.4,0.5,3.1,86.0,3.9,0.67,23,cleanliness,0.02,70,0,399.52,0.1,809.57,11,1,0,0.8,1,1,0,1,0,1,5,121,shared,1541.9
568,Bangalore,1.65,6.2,432,shared,6,1,1,1,shoulder,0,0.67,13.027374729651193,77.54086396018097,2.81,0.05,5.8,47.0,7.8,0.08,35,noise,-0.24,85,0,965.04,0.5,992.3,2,0,0,0.7,27,0,0,0,1,1,3,334,shared,687.93
569,Mumbai,5.17,7.4,1499,shared,12,1,1,0,peak,1,0.5,19.050946402690624,72.90485126687351,2.83,0.17,4.8,55.0,8.1,0.53,40,cleanliness,0.07,52,0,611.24,0.19,1101.58,2,0,0,0.7,4,1,1,1,1,0,1,257,shared,1124.96
570,Hyderabad,0.0,6.9,1406,private,2,1,1,1,peak,0,0.84,17.437927198856997,78.52380560300216,0.12,2.05,7.5,42.0,5.8,0.9,33,cleanliness,0.27,24,0,849.75,0.8,496.56,12,0,0,0.9,24,0,0,1,1,1,1,165,shared,1951.73
571,Kerala,1.07,7.0,767,shared,10,0,1,0,peak,0,0.51,10.751803263138376,76.2646141924505,0.45,0.46,6.2,40.0,5.8,0.94,49,staff,0.13,41,0,826.52,0.48,1052.32,3,0,0,0.8,14,1,1,0,0,1,1,96,ensuite,1351.73
572,Bangalore,11.93,8.1,772,private,10,1,1,1,low,0,0.61,12.967009987543378,77.50574137913868,1.35,1.59,9.8,53.0,7.8,-0.19,27,location,-0.17,22,0,926.01,0.29,500.79,4,0,0,0.9,37,1,0,1,0,0,5,317,shared,899.25
573,Rishikesh,1.93,6.8,1114,shared,12,0,1,1,shoulder,1,0.8,30.14568088002654,78.35130203013772,0.92,1.8,4.5,88.0,8.4,0.18,36,noise,0.28,8,0,1315.45,0.23,1396.91,9,0,1,1.0,23,1,1,1,0,0,3,212,shared,1436.77
574,Udaipur,1.45,7.1,1584,shared,2,1,1,0,peak,1,0.69,24.61140894412827,73.80856582657528,1.06,0.63,7.1,94.0,4.0,0.8,15,location,-0.12,26,0,1236.91,0.77,1354.97,11,0,0,0.8,5,1,0,1,0,0,5,288,shared,1554.16
575,Chennai,0.38,6.9,1581,private,4,0,1,0,peak,0,0.84,13.077512624830902,80.25690868304237,3.04,0.97,7.9,64.0,8.2,0.44,6,location,-0.04,74,0,1347.6,0.67,412.65,6,0,0,1.1,20,1,1,0,1,0,3,275,shared,2503.62
576,Udaipur,10.97,9.6,433,shared,8,0,1,1,peak,0,0.98,24.61432840132127,73.73523216148187,0.03,0.78,8.8,74.0,8.3,0.77,36,noise,-0.0,50,0,986.82,0.67,1020.63,9,0,0,1.0,22,1,1,1,1,1,2,151,shared,1379.15
577,Jaipur,0.06,9.6,438,private,2,0,1,1,shoulder,1,0.47,26.993789200629735,75.77735972524876,2.16,4.42,5.8,82.0,3.1,0.82,9,noise,0.29,56,0,1038.97,0.17,1293.59,5,0,0,1.0,46,1,1,1,1,0,4,105,shared,2102.72
578,Udaipur,4.01,8.3,1421,shared,4,0,1,0,shoulder,0,0.83,24.59867636012204,73.67687593017723,0.0,0.58,7.8,97.0,7.5,0.33,35,staff,-0.26,81,0,816.58,0.6,388.77,9,0,0,1.0,40,1,1,1,0,0,1,168,shared,1302.38
579,Jaipur,4.39,9.5,1954,shared,4,0,1,1,shoulder,0,0.54,26.972357238292023,75.70276375857156,0.13,0.3,5.1,95.0,2.7,0.23,17,value,0.12,35,0,1160.66,0.8,436.38,9,0,1,1.0,44,1,1,0,1,0,3,314,shared,1623.76
580,Agra,0.84,9.0,1742,private,6,1,1,0,peak,0,0.65,27.27284854504504,77.99931354607946,1.05,0.68,6.0,43.0,1.8,0.35,26,staff,-0.08,33,0,545.87,0.71,681.7,1,0,0,0.7,49,1,1,1,1,1,5,118,shared,1785.01
581,Chennai,3.34,8.2,1703,shared,6,0,1,1,shoulder,1,0.42,13.123813640415115,80.33437691127189,3.68,1.66,9.3,55.0,6.2,0.58,39,noise,-0.25,12,0,870.22,0.19,405.3,9,0,0,1.0,35,1,1,1,0,0,5,123,shared,1289.54
582,Kerala,0.29,6.0,213,private,2,0,1,0,peak,1,0.48,10.865165152777813,76.1745062922176,0.31,1.79,9.6,43.0,9.2,0.24,23,cleanliness,0.26,54,0,1157.01,0.86,1274.15,7,0,0,1.2,36,1,1,0,1,0,1,143,shared,2660.51
583,Pune,0.89,8.9,205,shared,4,1,1,1,low,1,0.59,18.427897189425067,73.87312153663605,1.62,3.87,8.0,77.0,1.3,0.73,33,cleanliness,0.05,45,0,1233.45,0.16,1263.1,11,0,0,0.8,5,1,1,1,1,1,1,263,shared,1206.95
584,Rishikesh,4.65,8.7,737,shared,6,0,1,0,shoulder,0,0.61,30.061795579650916,78.34375442174534,2.27,3.2,5.6,83.0,8.4,0.88,27,location,0.15,51,0,597.54,0.55,1343.58,8,0,0,1.2,33,1,1,1,0,1,1,165,ensuite,1623.62
585,Jaipur,6.0,8.3,294,shared,6,1,1,1,shoulder,1,0.94,26.925488546703026,75.73080988600287,0.52,0.51,8.7,58.0,5.6,0.14,23,location,-0.16,27,0,517.86,0.86,525.49,3,1,0,0.8,24,1,1,1,0,0,2,363,shared,1393.92
586,Mumbai,2.81,8.9,205,private,4,0,1,1,peak,0,0.85,19.135441314341207,72.81435117293782,1.44,0.91,3.2,91.0,8.7,0.96,20,value,0.16,85,0,646.24,0.76,349.89,1,1,0,0.7,34,0,1,1,1,1,4,162,shared,2110.69
587,Udaipur,2.12,7.9,316,shared,6,1,1,0,shoulder,1,0.98,24.573020957929515,73.7669553251404,4.85,2.06,3.7,67.0,8.6,0.55,35,value,0.2,87,1,1404.19,0.64,789.09,4,0,0,0.9,37,0,0,1,0,1,3,338,ensuite,1407.75
588,Udaipur,0.52,8.7,1697,shared,10,0,1,1,shoulder,0,0.76,24.677411655152955,73.66351728622386,1.44,3.73,7.6,100.0,8.9,0.85,20,value,-0.04,29,1,454.94,0.79,1268.61,1,1,0,0.7,25,1,1,1,0,1,1,333,shared,1467.46
589,Mumbai,0.2,9.6,23,private,12,0,1,0,peak,0,0.55,19.030358750524737,72.81609685351214,0.34,0.62,5.0,40.0,7.9,-0.08,30,value,0.04,44,1,1443.71,0.64,1002.29,1,0,0,0.7,37,1,0,1,0,1,3,362,ensuite,1581.63
590,Kerala,0.38,7.4,1870,private,12,0,1,1,peak,0,0.6,10.899413439042064,76.24669785011385,1.98,0.88,9.7,47.0,8.6,0.1,7,cleanliness,0.28,37,0,1493.78,0.14,1398.15,4,1,0,0.9,25,1,1,1,1,0,5,268,shared,2376.81
591,Delhi,0.77,8.7,1179,shared,10,0,1,0,peak,0,0.59,28.687906283416826,77.08100040245405,1.79,3.45,6.1,58.0,2.6,0.19,27,noise,0.21,19,1,1240.13,0.38,1296.26,8,0,0,1.2,22,1,1,0,1,0,4,213,shared,2268.53
592,Agra,1.25,7.8,1971,shared,6,1,1,1,low,1,0.6,27.17389769891318,78.08292021260331,0.05,0.67,6.0,42.0,3.7,0.16,13,value,-0.03,69,0,1212.51,0.44,732.03,12,0,0,0.9,45,1,1,1,1,1,4,383,shared,979.12
593,Kolkata,1.44,8.6,1090,shared,8,0,1,1,peak,1,0.8,22.63310040677309,88.38758869438674,0.19,0.98,7.7,87.0,3.2,0.01,28,staff,0.1,46,0,1443.94,0.54,343.49,1,0,0,0.7,5,0,1,1,1,0,3,302,shared,1225.36
594,Pune,1.28,8.9,732,shared,6,0,1,0,shoulder,0,0.72,18.47964305233034,73.83789229126792,0.34,3.52,8.4,43.0,7.7,0.84,37,value,0.17,58,0,648.64,0.28,305.69,10,1,0,0.9,8,1,1,1,1,1,5,135,ensuite,1337.26
595,Hyderabad,0.82,6.2,789,shared,8,0,1,0,low,1,0.63,17.30436241131903,78.49357759285715,0.29,2.43,6.3,85.0,2.4,0.3,18,cleanliness,-0.29,78,0,454.78,0.8,1008.63,10,0,0,0.9,41,0,0,1,1,0,5,108,shared,858.24
596,Manali,2.14,8.5,1243,shared,6,1,1,1,peak,0,0.49,32.24365111692269,77.27949304666505,0.6,0.42,4.5,43.0,2.6,0.96,32,location,0.05,78,0,1287.72,0.28,1307.34,12,0,0,0.9,47,1,1,1,0,0,2,279,shared,2038.86
597,Jaipur,5.23,6.9,538,shared,8,0,1,1,low,1,0.41,26.918158922360753,75.70994293532198,1.21,0.59,8.4,55.0,8.9,0.5,28,staff,0.29,13,0,505.12,0.63,788.65,9,0,0,1.0,27,1,0,1,1,0,1,199,ensuite,731.37
598,Mumbai,0.98,8.5,807,private,6,1,1,1,low,1,0.53,19.135433554445076,72.81924310434495,0.93,0.65,5.2,90.0,7.4,-0.03,47,value,0.27,41,0,354.49,0.8,1261.72,6,0,0,1.1,35,1,1,1,0,1,5,366,shared,1821.98
599,Manali,8.56,7.8,353,private,2,0,1,0,shoulder,1,0.46,32.33326384124642,77.28120574131731,4.43,3.66,4.2,97.0,8.9,0.46,11,cleanliness,0.2,60,0,535.75,0.69,923.41,5,0,0,1.0,1,1,1,1,1,1,1,150,ensuite,1541.42
600,Chennai,6.2,8.9,1748,shared,8,0,1,0,low,0,0.87,12.99376013726567,80.36216496970545,1.89,10.27,7.4,65.0,2.3,0.99,42,location,-0.24,58,0,825.49,0.21,407.82,9,0,0,1.0,20,0,0,1,1,0,1,216,shared,993.95
601,Kerala,0.53,6.5,1644,shared,2,0,1,1,peak,0,0.47,10.868837894748623,76.20653308425295,4.18,2.23,3.6,98.0,4.6,0.48,48,value,0.3,7,0,894.12,0.86,1178.15,9,0,0,1.0,7,0,1,1,0,0,3,142,shared,1740.36
602,Jaipur,4.63,8.4,1312,shared,4,1,1,1,low,1,0.83,26.94865570606296,75.71632176342506,1.5,0.99,9.8,78.0,3.5,-0.2,29,cleanliness,0.07,56,0,375.0,0.17,841.85,9,0,0,1.0,45,1,0,1,1,0,1,156,shared,1254.19
603,Kolkata,2.56,7.1,218,shared,2,1,1,1,low,0,0.63,22.669760270149705,88.34811702686773,0.19,0.02,7.4,65.0,1.1,0.92,6,cleanliness,-0.17,21,0,832.07,0.26,356.17,12,1,0,0.9,3,1,0,1,0,1,3,362,ensuite,1152.82
604,Manali,2.51,9.2,650,private,6,0,1,0,shoulder,1,0.44,32.32811804285539,77.0986436584976,1.24,1.79,9.9,88.0,3.6,0.08,49,noise,0.1,83,1,1025.17,0.21,1196.06,3,0,0,0.8,42,1,0,1,1,0,4,97,ensuite,1866.86
605,Chennai,1.49,9.5,1368,shared,4,0,1,0,shoulder,1,0.89,13.125190152942396,80.30168070645703,3.45,0.74,5.4,58.0,4.4,0.63,5,cleanliness,0.21,87,0,1418.17,0.63,1133.42,12,0,0,0.9,48,1,1,1,1,0,5,245,shared,1481.09
606,Bangalore,2.09,9.8,1321,shared,10,1,1,0,peak,0,0.75,12.975957882248894,77.51009920433235,0.43,1.5,9.8,56.0,1.8,0.42,27,value,-0.23,20,0,572.78,0.75,803.02,12,0,0,0.9,9,1,1,1,1,0,3,227,shared,2059.38
607,Rishikesh,1.52,9.0,261,shared,6,0,1,1,shoulder,1,0.54,30.019204784459852,78.17920592541886,0.19,1.4,4.0,79.0,6.1,0.19,44,cleanliness,0.25,27,0,553.16,0.29,321.41,8,0,0,1.2,47,1,1,1,1,0,2,265,shared,1569.29
608,Udaipur,2.33,8.9,1298,shared,6,0,1,0,peak,1,0.94,24.562235311040883,73.70953738724178,0.8,0.98,3.3,63.0,4.4,0.14,22,staff,0.25,48,0,767.31,0.88,681.63,10,0,0,0.9,14,1,0,1,0,1,3,155,ensuite,1522.42
609,Bangalore,2.97,6.8,280,shared,6,0,1,1,peak,0,0.43,12.988624465011432,77.68615732722202,0.98,4.33,3.2,48.0,1.4,0.91,12,cleanliness,-0.29,22,1,1480.39,0.21,778.45,4,0,0,0.9,19,1,0,0,1,0,1,107,ensuite,1338.16
610,Jaipur,3.37,7.3,1957,shared,8,0,1,1,shoulder,0,0.52,26.957440079319152,75.77265918721264,0.73,0.04,6.3,44.0,7.3,0.89,38,cleanliness,0.24,87,0,703.47,0.35,481.85,4,0,0,0.9,27,0,1,1,1,0,2,123,shared,1043.0
611,Kolkata,2.28,7.8,929,shared,8,0,0,0,low,1,0.85,22.599679911495823,88.33519623173211,0.29,1.87,3.6,87.0,7.6,0.42,47,staff,0.27,53,0,352.64,0.49,477.0,12,0,0,0.9,6,1,0,0,1,1,1,216,shared,861.84
612,Pune,3.83,8.9,1733,shared,8,0,1,0,shoulder,0,0.83,18.563224560365548,73.95629134310046,0.58,0.79,6.6,81.0,8.5,0.11,12,value,-0.28,22,0,618.74,0.75,483.68,7,0,0,1.2,7,1,1,1,1,1,2,192,ensuite,1469.23
613,Manali,0.46,9.5,428,private,8,0,1,1,low,0,0.57,32.225430500910385,77.19509379215583,2.29,1.88,5.3,65.0,5.4,-0.08,33,location,-0.12,67,1,969.96,0.4,707.63,8,1,0,1.2,37,1,1,1,0,1,3,240,shared,2361.77
614,Agra,0.71,6.7,1759,private,10,1,1,0,low,1,0.44,27.222225458114202,77.98314828137805,0.98,1.69,5.3,94.0,9.7,-0.01,17,noise,-0.08,45,0,795.05,0.24,1199.3,4,0,0,0.9,26,0,0,1,1,0,1,324,shared,902.15
615,Rishikesh,5.12,9.5,804,shared,10,0,1,0,peak,0,0.91,30.015648251203945,78.24477216266833,2.0,0.02,7.4,65.0,9.2,0.43,5,location,-0.09,67,0,1229.07,0.47,1135.29,11,1,1,0.8,13,1,0,0,1,0,3,185,shared,1596.05
616,Jaipur,1.17,8.6,1244,shared,8,1,0,0,peak,1,0.59,26.844917262352624,75.7262918992067,1.54,0.5,4.1,83.0,6.0,0.17,33,value,0.16,27,0,1028.73,0.48,311.13,10,0,0,0.9,37,0,0,1,1,0,5,88,ensuite,1404.6
617,Kerala,0.07,8.3,1398,shared,4,0,1,1,shoulder,0,0.52,10.783066429165892,76.27354461148951,1.59,0.31,8.4,95.0,5.0,-0.15,41,value,-0.09,49,0,971.35,0.11,310.61,6,0,0,1.1,46,1,0,0,0,0,2,293,shared,1529.46
618,Mumbai,0.5,6.8,1109,shared,8,1,1,1,low,0,0.71,19.154172991407155,72.86547100563361,0.57,0.27,7.1,90.0,1.0,0.35,5,staff,0.27,82,0,687.59,0.12,385.47,1,1,0,0.7,33,0,1,1,1,1,4,397,ensuite,1096.47
619,Agra,0.76,6.2,1693,shared,6,0,1,1,shoulder,1,0.95,27.091906812661726,77.96225905926948,1.47,1.96,9.4,71.0,7.4,0.7,48,location,0.3,62,0,962.22,0.32,813.24,2,0,0,0.7,33,0,1,1,1,1,4,197,ensuite,845.3
620,Agra,9.46,8.2,1354,shared,8,1,1,1,peak,0,0.43,27.237001674546697,77.94020801732034,0.05,0.41,5.6,81.0,6.1,0.87,9,cleanliness,-0.11,9,0,1038.71,0.69,1277.77,12,0,0,0.9,41,1,1,1,0,1,3,285,shared,1435.9
621,Agra,2.55,8.5,734,shared,8,0,1,1,low,1,0.86,27.123414179609348,77.97034777373351,1.13,0.97,9.9,65.0,9.4,0.5,6,staff,0.01,88,0,515.05,0.39,500.48,5,0,0,1.0,9,1,0,1,0,0,2,283,shared,1149.51
622,Goa,8.1,6.8,442,shared,8,1,1,1,shoulder,1,0.74,15.292985988099051,74.12573666553754,1.7,0.43,7.0,79.0,6.3,0.67,26,staff,0.03,36,0,1183.04,0.27,824.48,4,0,0,0.9,15,1,0,0,0,1,2,108,shared,1139.29
623,Jaipur,2.57,8.1,118,shared,8,0,1,1,shoulder,1,0.66,26.995591319093137,75.69896665445697,0.4,1.3,9.8,55.0,9.9,0.24,34,noise,0.05,12,0,771.52,0.19,344.82,3,0,0,0.8,5,0,1,1,1,0,3,287,shared,896.91
624,Rishikesh,1.96,9.3,650,shared,4,0,1,1,peak,0,0.85,30.104087445937502,78.19834880571679,0.59,1.91,3.2,66.0,8.7,0.4,15,staff,-0.08,69,0,1190.73,0.32,322.36,11,0,0,0.8,29,1,1,1,1,0,4,383,shared,1514.91
625,Udaipur,1.13,9.2,1555,private,2,1,1,0,peak,0,0.98,24.52742353724647,73.80203145339382,0.5,0.6,8.1,53.0,9.6,0.68,33,location,-0.2,29,0,513.25,0.49,308.23,6,0,0,1.1,7,1,1,1,1,1,5,152,shared,3000.0
626,Udaipur,2.8,9.5,1080,shared,4,0,1,1,peak,1,0.54,24.54221801206376,73.72107107020628,0.15,1.39,8.7,42.0,3.9,0.67,46,value,-0.27,86,0,1087.82,0.17,1110.35,10,0,0,0.9,31,0,1,1,1,0,4,386,shared,1857.51
627,Jaipur,0.45,7.4,388,shared,10,0,1,1,peak,0,0.49,26.99648932477916,75.699989860732,0.85,2.61,3.4,75.0,2.3,0.31,7,noise,-0.24,79,0,332.26,0.11,326.21,6,0,0,1.1,34,1,0,1,1,0,1,367,shared,1481.01
628,Chennai,6.86,7.2,1860,shared,8,1,1,0,shoulder,0,0.95,13.068128785021997,80.30931755175392,7.72,0.15,7.1,92.0,8.2,0.45,49,cleanliness,0.24,71,0,490.76,0.2,601.2,11,0,0,0.8,11,1,1,1,1,1,4,196,ensuite,987.75
629,Goa,5.3,8.8,1129,private,8,0,1,1,peak,0,0.8,15.316697096601358,74.0363605740158,0.87,1.86,8.6,42.0,8.1,0.91,17,location,-0.13,79,0,1369.35,0.69,1009.55,10,0,0,0.9,42,1,0,1,0,1,1,322,shared,2197.28
630,Mumbai,1.15,7.6,967,private,8,0,1,0,peak,0,0.66,19.06798643932508,72.92547484540928,1.23,0.59,6.9,52.0,2.9,0.56,7,cleanliness,-0.25,10,0,853.77,0.47,980.52,8,0,0,1.2,19,1,1,1,1,1,1,313,ensuite,2826.99
631,Agra,9.16,6.3,112,private,8,1,0,0,shoulder,1,0.74,27.15238761760969,78.058092544344,2.12,0.2,3.4,68.0,7.9,0.57,14,staff,0.07,0,0,909.44,0.46,360.66,2,0,0,0.7,5,1,1,1,1,0,5,287,shared,859.0
632,Agra,5.23,7.1,901,shared,10,0,0,1,shoulder,1,0.85,27.12135582538648,78.03831579514986,2.09,1.18,7.9,80.0,6.2,0.74,8,location,-0.25,85,0,1389.09,0.12,582.33,7,0,0,1.2,23,1,1,1,0,0,5,226,ensuite,1456.08
633,Jaipur,3.29,7.6,863,shared,8,1,1,0,low,1,0.86,26.94963830009692,75.83374090892387,5.99,0.38,3.4,50.0,2.0,-0.06,18,noise,-0.26,17,1,881.92,0.67,1003.25,7,0,0,1.2,47,1,1,1,1,1,4,160,ensuite,1673.19
634,Chennai,0.39,7.1,1179,private,8,0,1,1,shoulder,0,0.95,13.126348405254426,80.18829315620262,3.9,2.58,8.7,43.0,5.5,0.43,27,noise,0.07,10,0,1085.51,0.26,731.47,2,0,0,0.7,2,0,1,0,1,0,3,177,shared,1176.57
635,Udaipur,1.95,7.3,1913,shared,8,1,1,0,low,1,0.66,24.54037701832148,73.75785611047105,3.16,0.07,3.3,71.0,9.4,0.95,21,cleanliness,0.05,83,0,566.35,0.17,812.41,6,0,0,1.1,43,1,1,1,1,0,4,376,ensuite,1464.29
636,Udaipur,2.12,7.1,1975,shared,4,0,1,0,peak,0,0.58,24.643202168610966,73.63983766394479,6.06,0.16,4.0,89.0,5.6,0.23,5,value,-0.28,9,0,397.89,0.77,527.79,5,0,0,1.0,4,1,1,1,1,0,5,321,shared,1575.46
637,Kolkata,0.79,6.2,1961,private,8,1,1,1,low,0,0.78,22.64350704006034,88.33180118145437,0.52,1.1,4.9,42.0,8.1,0.15,19,noise,-0.02,47,0,724.02,0.49,341.53,2,0,0,0.7,17,1,0,1,1,1,1,369,ensuite,723.86
638,Jaipur,0.25,8.4,1060,shared,6,0,1,1,low,0,0.65,26.99653501924793,75.87584905070013,1.92,1.33,7.4,61.0,1.3,0.52,6,cleanliness,-0.04,60,0,1258.42,0.7,679.72,9,0,0,1.0,31,1,1,0,1,0,1,100,ensuite,1041.75
639,Goa,4.5,8.3,1765,shared,4,0,1,0,peak,1,0.76,15.231542482783675,74.12457509553182,4.36,1.96,9.8,80.0,7.6,0.07,22,value,0.03,9,1,836.2,0.76,1051.28,8,0,0,1.2,30,1,1,1,1,1,3,249,ensuite,2652.06
640,Delhi,0.39,8.5,539,shared,8,1,1,1,peak,1,0.65,28.664884736722655,77.19598528641662,1.96,0.45,3.8,48.0,9.5,0.47,43,location,0.14,59,0,501.78,0.87,1143.18,7,1,0,1.2,2,1,1,1,1,1,4,184,shared,2870.78
641,Goa,2.71,6.7,688,shared,6,0,1,1,peak,1,0.49,15.37137066950074,74.04178449177735,7.58,2.77,4.0,54.0,5.5,-0.01,26,noise,-0.13,21,0,954.12,0.6,951.78,6,0,0,1.1,24,1,1,1,0,1,3,146,shared,1875.37
642,Kerala,8.27,7.1,1978,shared,12,1,1,0,low,1,0.68,10.79020804056558,76.26661131991264,0.21,4.59,5.6,72.0,4.0,0.5,32,noise,-0.04,74,0,616.61,0.15,732.52,5,0,0,1.0,10,1,0,1,0,0,3,179,shared,962.87
643,Udaipur,6.26,8.4,998,shared,4,1,1,0,shoulder,1,0.81,24.486093691848698,73.62498046405538,1.16,1.04,8.9,97.0,6.8,0.52,34,cleanliness,0.18,8,0,1436.0,0.55,941.45,9,0,0,1.0,28,1,1,0,0,0,4,316,shared,1561.27
644,Udaipur,0.98,8.3,1115,private,6,0,1,1,shoulder,0,0.88,24.659565462050328,73.73854205247986,7.58,2.14,6.3,57.0,9.2,0.3,17,noise,0.25,14,0,992.9,0.51,1075.49,5,0,0,1.0,43,0,0,0,0,1,2,331,shared,1504.92
645,Bangalore,5.72,7.9,437,shared,6,1,1,1,shoulder,1,0.7,12.936889888350274,77.5103414002737,0.95,1.12,5.3,69.0,2.6,0.26,7,cleanliness,0.23,82,0,1479.55,0.15,1130.8,6,0,0,1.1,32,1,1,1,1,1,4,162,shared,1531.09
646,Udaipur,0.0,7.3,1617,private,4,0,1,0,peak,0,0.5,24.568299505027788,73.64757356050808,2.69,0.11,6.9,64.0,4.6,0.09,7,noise,-0.01,36,0,351.69,0.35,403.93,3,0,0,0.8,33,0,1,1,0,0,3,100,ensuite,1732.34
647,Mumbai,0.05,9.5,831,shared,6,0,1,0,peak,0,0.65,19.065266805144127,72.82946606201386,0.06,0.59,4.8,94.0,2.4,0.2,49,cleanliness,0.01,69,1,313.87,0.43,1183.28,9,0,0,1.0,18,1,1,1,0,0,2,283,shared,2259.54
648,Hyderabad,2.77,7.3,1512,shared,4,0,0,1,shoulder,0,0.87,17.454654920133446,78.5364487703329,2.37,0.14,5.8,44.0,5.5,0.4,30,noise,0.02,43,0,872.51,0.23,369.82,11,1,0,0.8,24,0,1,0,0,0,3,254,shared,1071.73
649,Jaipur,1.36,7.7,1799,private,4,1,0,0,peak,0,0.65,26.879978428918694,75.72009242376362,5.46,6.75,5.3,74.0,5.9,0.1,8,location,0.22,68,0,1334.4,0.11,1257.5,8,0,0,1.2,37,0,0,0,1,0,3,235,ensuite,2440.62
650,Manali,1.47,8.6,1195,private,4,0,1,1,low,0,0.82,32.3180559771713,77.25802641065862,0.96,0.39,8.6,91.0,9.5,0.74,20,location,0.2,2,0,929.29,0.71,731.46,9,0,0,1.0,30,1,1,1,0,0,3,270,shared,1542.15
651,Goa,2.49,8.1,1872,shared,4,1,1,1,low,0,0.7,15.32268782760961,74.05038078776616,0.04,1.52,9.5,99.0,4.7,0.65,32,cleanliness,-0.11,9,0,1351.42,0.78,901.61,1,0,0,0.7,5,1,0,1,1,0,1,390,shared,1056.05
652,Hyderabad,0.64,7.3,941,private,8,0,1,0,peak,0,0.54,17.390457344806737,78.39374888981403,0.06,0.5,8.3,82.0,6.1,0.12,12,location,-0.2,76,0,456.68,0.28,618.98,1,0,0,0.7,23,1,1,1,0,1,4,91,shared,1566.49
653,Chennai,0.71,7.7,1435,private,2,1,1,1,shoulder,1,0.88,13.047822901425493,80.24970908379395,4.45,1.59,6.1,63.0,9.0,-0.08,44,cleanliness,-0.07,3,0,1139.19,0.1,769.33,2,0,0,0.7,30,1,1,1,1,0,5,365,shared,1380.47
654,Delhi,1.99,9.0,1541,private,8,0,1,1,shoulder,1,0.45,28.65284233925624,77.19838832839426,2.56,0.35,6.5,65.0,3.9,-0.2,20,cleanliness,-0.13,55,1,1091.85,0.81,1229.71,4,0,1,0.9,4,1,1,1,0,0,1,347,shared,2232.13
655,Mumbai,4.21,7.1,1071,shared,8,1,1,1,low,0,0.71,19.10081168855547,72.79976844555776,0.23,2.31,3.9,61.0,7.1,0.52,35,staff,0.27,39,0,953.96,0.21,625.27,10,0,0,0.9,41,1,1,1,0,0,4,310,shared,901.79
656,Rishikesh,2.9,6.5,1988,private,6,0,1,1,peak,0,0.53,30.076278832011315,78.18794368880793,0.11,0.18,8.2,76.0,7.8,0.05,27,location,-0.14,32,1,786.13,0.42,920.6,5,0,0,1.0,24,1,1,1,1,0,1,246,ensuite,2065.03
657,Varanasi,1.06,7.2,520,private,10,0,0,1,shoulder,0,0.44,25.3997032019864,83.02413330215913,3.27,3.38,7.2,84.0,4.0,-0.18,6,staff,-0.19,32,0,1076.48,0.39,1011.79,7,0,0,1.2,3,1,0,1,1,1,4,353,shared,1568.41
658,Goa,1.69,9.2,402,private,8,0,1,1,shoulder,0,0.7,15.29762774322281,74.0864323387987,3.32,2.75,9.3,89.0,2.5,0.23,13,staff,0.24,59,0,960.11,0.23,461.05,4,0,0,0.9,15,1,0,1,1,0,2,328,shared,1608.07
659,Hyderabad,0.56,6.3,722,shared,8,1,1,1,peak,0,0.7,17.38735898334024,78.53015632344514,0.26,1.7,4.4,65.0,5.5,0.95,31,noise,-0.25,20,1,627.15,0.58,1155.6,1,0,0,0.7,46,1,0,0,1,1,5,359,shared,1269.71
660,Rishikesh,0.23,9.8,503,shared,4,0,1,1,peak,1,0.82,30.0702446562272,78.20760211788867,0.72,0.1,8.3,83.0,4.2,0.63,49,cleanliness,-0.14,68,0,425.54,0.83,1398.97,8,1,0,1.2,1,1,1,1,1,0,2,219,shared,3000.0
